student_id,country,development_level,poverty_rate_percent,internet_infrastructure_index,average_internet_speed_mbps,age,gender,urban_rural,family_income_level,device_access,internet_access_hours,education_level,field_of_study,academic_motivation,online_learning_hours,social_media_hours,sessions_per_day,average_session_length_minutes,late_night_usage,education_content_hours,short_video_hours,entertainment_content_hours,news_content_hours,likes_given_per_day,comments_written_per_day,posts_created_per_week,late_night_score,brain_rot_index,brain_rot_level,attention_span_minutes,study_hours_per_week,class_attendance_rate,productivity_score,sleep_hours,stress_level,anxiety_score,depression_score,ads_viewed_per_day,ads_clicked_per_week,impulse_purchase_score,digital_spending_per_month,cyberbullying_exposure,adult_content_exposure,digital_addiction_score,wellbeing_index,academic_risk_score,financial_risk_score
1387,Switzerland,Developed,13.32,91.57,238.05,21,Female,Rural,Middle,Laptop,6.821,Diploma,Social Sciences,4.095,6.09,2.854,8.052,31.981,1,0.397,1.111,1.346,0.421,79.248,6.932,4.703,0,2.592,1,58.977,26.519,94.647,9.517,7.026,3.339,4.315,1.362,76.603,9.133,4.466,54.982,0,0,8.599,64.132,0.0,30.22
1388,Switzerland,Developed,13.32,91.57,238.05,22,Male,Urban,Middle,Smartphone,6.433,Diploma,Business,5.083,8.37,5.368,15.134,59.383,3,0.812,2.71,1.846,0.643,108.705,17.684,4.003,2,34.845,2,45.0,23.96,90.531,3.094,4.522,5.803,5.468,8.853,159.544,21.297,8.628,99.412,0,0,22.471,43.194,0.0,74.504
1389,Brazil,Developing,25.5,69.07,31.19,24,Female,Urban,Middle,Both,4.57,Diploma,Medicine,5.563,6.938,4.215,11.459,48.663,3,0.38,1.627,2.208,0.233,111.855,5.187,2.737,2,25.007,1,57.754,22.404,90.184,8.536,4.849,5.636,5.478,7.845,107.821,9.109,3.989,59.236,1,0,13.521,38.619,0.0,29.603
1390,Saudi Arabia,Developing,18.41,63.7,33.33,18,Female,Rural,High,Shared Device,3.9,School,NA,1.789,1.383,2.553,8.107,30.231,2,0.194,1.3,1.06,0.179,43.703,8.237,2.202,1,22.888,1,38.92,13.158,90.878,6.97,5.991,6.837,4.347,4.909,71.595,9.435,5.343,81.864,0,0,10.999,53.016,2.016,36.979
1391,Saudi Arabia,Developing,18.41,63.7,33.33,18,Male,Urban,Low,Smartphone,6.569,School,NA,5.951,8.197,4.979,13.8,61.103,2,0.755,2.939,1.286,0.593,65.447,6.721,9.174,1,33.882,2,51.285,23.717,87.194,7.84,5.613,5.889,6.105,4.509,146.441,17.203,7.459,42.917,0,1,20.857,52.596,0.0,69.754
1392,Oman,Developing,34.31,54.33,76.57,21,Female,Urban,Low,Smartphone,4.321,Diploma,Arts,7.344,10.156,3.685,11.75,32.516,3,0.468,2.164,1.054,0.542,96.732,11.356,4.286,2,31.476,2,51.75,26.955,93.878,9.476,5.532,6.447,6.346,6.422,113.566,16.325,7.374,41.045,0,0,17.156,48.0,0.0,64.575
1393,Nigeria,Underdeveloped,55.53,46.62,12.27,18,Female,Rural,Low,Smartphone,4.31,Dropout,NA,3.383,5.441,3.642,8.984,35.624,2,0.267,1.227,2.148,0.48,69.003,3.061,5.714,1,23.937,1,48.912,19.607,78.713,9.616,6.152,5.76,6.791,6.239,85.175,11.231,6.069,36.951,0,0,14.453,55.502,0.0,47.613
1394,Laos,Underdeveloped,54.88,34.81,5.74,20,Female,Rural,Low,Smartphone,5.125,Diploma,Medicine,7.802,8.513,3.185,9.529,38.016,2,0.475,1.641,1.069,0.41,88.641,3.927,5.23,1,24.341,1,57.885,25.256,89.55,10.0,5.793,4.762,4.375,4.354,90.086,12.619,5.303,27.069,0,0,13.775,60.874,0.0,45.01
1395,Poland,Developing,26.85,55.75,20.42,18,Male,Rural,Low,Smartphone,6.686,School,NA,3.855,6.18,3.837,10.77,42.168,3,0.513,1.912,1.412,0.296,55.652,9.546,5.259,2,25.289,1,47.348,21.149,88.826,9.554,5.363,4.329,4.303,5.358,95.049,7.502,5.4,37.105,0,0,17.144,60.946,0.0,45.325
1396,Morocco,Underdeveloped,51.4,20.76,6.03,25,Female,Rural,High,Smartphone,1.096,Graduate,STEM,4.772,4.486,1.355,4.093,14.391,1,0.377,0.753,0.224,0.204,24.464,2.579,2.576,0,11.492,1,57.275,20.849,87.547,10.0,7.564,4.029,4.237,3.388,49.398,4.821,5.287,77.711,0,0,3.231,69.051,0.0,23.767
1397,Poland,Developing,26.85,55.75,20.42,21,Female,Urban,Middle,Laptop,3.887,Dropout,NA,7.069,7.953,2.638,10.194,32.505,2,0.257,1.075,1.306,0.59,60.783,10.475,1.413,1,21.08,1,60.0,27.939,90.234,8.663,6.582,5.286,5.594,3.828,75.984,11.032,4.852,61.118,0,0,11.782,57.193,0.0,34.757
1398,Sri Lanka,Underdeveloped,62.28,36.84,11.02,21,Male,Urban,Middle,Both,3.405,Graduate,Business,7.397,7.875,2.793,9.612,32.796,2,0.697,0.908,1.188,0.522,78.378,9.083,5.319,1,19.904,1,56.662,27.872,100.0,8.529,6.762,4.782,3.053,6.592,85.734,11.163,5.499,68.556,0,0,11.714,63.534,0.0,46.052
1399,China,Developing,18.67,61.28,72.29,21,Male,Rural,Middle,Laptop,4.042,Graduate,Business,5.787,5.179,3.521,11.092,33.115,2,1.092,1.272,1.157,0.721,109.457,7.948,2.294,1,13.214,1,59.779,23.253,92.813,10.0,5.337,3.149,2.707,4.273,100.684,11.526,5.558,67.695,0,0,9.743,58.142,0.0,37.142
1400,Sri Lanka,Underdeveloped,62.28,36.84,11.02,16,Male,Urban,Middle,Laptop,2.9,School,NA,3.464,5.292,1.974,6.363,22.512,2,0.203,0.633,1.137,0.331,26.815,7.156,1.08,1,13.894,1,57.674,20.374,85.68,10.0,6.184,3.253,2.913,3.149,59.184,6.937,3.249,46.903,0,0,7.355,65.192,0.0,22.781
1401,Bolivia,Underdeveloped,44.35,35.68,17.19,25,Male,Rural,Low,Smartphone,3.59,Postgraduate,Medicine,6.929,7.482,1.58,7.092,15.516,1,0.686,0.885,0.008,0.659,50.7,5.764,2.414,0,12.882,1,58.757,28.519,97.674,8.994,5.977,3.426,4.164,4.972,43.863,8.963,5.005,18.577,0,0,6.007,61.356,0.0,48.181
1402,Norway,Developed,12.08,81.51,93.09,22,Female,Urban,Middle,Both,6.828,Graduate,Arts,4.879,6.588,2.23,4.926,28.252,1,0.604,0.926,0.7,0.651,47.277,4.092,2.567,0,10.281,1,55.878,22.999,86.214,10.0,6.652,3.296,3.99,5.074,71.64,11.913,4.693,71.695,0,1,4.742,67.374,0.0,37.179
1403,Romania,Developing,15.93,48.48,50.64,15,Male,Rural,Low,Smartphone,3.674,School,NA,5.662,6.4,2.675,11.004,22.483,3,0.194,1.562,0.919,0.157,97.113,5.305,3.923,2,20.555,1,57.148,21.064,95.301,7.289,6.064,6.936,6.695,3.889,63.507,9.981,4.42,29.74,0,0,15.893,52.166,0.0,35.894
1404,Philippines,Developing,24.12,66.21,33.68,25,Male,Rural,Middle,Laptop,5.453,Diploma,Social Sciences,5.535,7.629,3.986,10.679,50.907,1,0.216,1.671,2.099,0.297,92.325,9.857,7.378,0,12.136,1,57.162,23.995,97.875,9.691,5.619,5.044,4.845,6.728,100.545,13.371,7.15,88.115,0,0,14.173,52.572,0.0,48.943
1405,Nigeria,Underdeveloped,55.53,46.62,12.27,24,Male,Rural,Low,Smartphone,2.763,PhD,Medicine,8.493,5.849,0.846,2.647,9.482,1,0.291,0.285,0.27,0.347,13.261,1.839,0.524,0,0.0,0,60.0,32.442,100.0,10.0,7.184,3.498,4.889,3.852,34.074,4.059,1.557,23.617,0,0,3.173,64.871,0.0,14.693
1406,Turkey,Developing,20.82,74.61,52.36,24,Female,Rural,Middle,Smartphone,4.481,Graduate,Social Sciences,5.619,7.275,4.256,11.464,41.01,2,0.748,1.85,1.658,0.811,57.861,3.465,7.76,1,13.486,1,54.88,23.695,92.623,10.0,5.515,3.508,3.944,4.638,121.742,16.949,5.2,60.09,0,0,14.864,53.373,0.0,40.312
1407,France,Developed,6.56,86.96,234.29,18,Male,Rural,Middle,Smartphone,5.187,Dropout,NA,3.373,4.504,4.893,14.235,52.916,3,0.351,2.213,2.329,0.184,97.487,14.83,7.674,2,33.503,2,41.541,14.342,75.714,6.611,4.337,7.284,7.279,7.105,135.215,14.879,6.628,67.214,0,1,22.086,43.861,6.416,38.469
1408,USA,Developed,8.75,94.39,85.34,18,Female,Rural,High,Both,6.994,School,NA,4.425,6.973,4.897,13.327,50.407,2,0.541,1.623,2.733,0.616,85.653,8.668,4.809,1,21.053,1,51.087,19.479,89.642,7.108,5.74,6.751,7.097,6.976,133.744,18.149,6.288,93.152,0,0,14.432,52.381,0.0,43.018
1409,Romania,Developing,15.93,48.48,50.64,16,Male,Urban,Low,Shared Device,4.278,School,NA,6.052,7.086,2.771,7.497,26.252,2,0.394,1.185,1.191,0.267,61.793,8.309,1.552,1,21.686,1,52.552,24.605,83.629,6.106,6.927,3.212,2.956,4.274,76.882,8.785,4.167,12.99,0,0,14.042,66.049,0.0,20.271
1410,Morocco,Underdeveloped,51.4,20.76,6.03,25,Female,Urban,Middle,Smartphone,2.797,Graduate,Arts,3.836,4.428,1.878,4.269,14.737,2,0.308,0.841,0.729,0.176,37.905,1.318,2.999,1,5.546,1,54.477,21.266,89.718,8.517,6.784,3.865,4.273,3.346,60.615,13.136,5.283,60.216,0,0,6.647,71.144,0.0,47.411
1411,UK,Developed,12.32,93.79,133.44,24,Male,Rural,Middle,Smartphone,4.663,PhD,Social Sciences,8.093,7.696,2.507,6.962,29.065,2,0.898,0.991,0.619,0.488,62.283,6.617,4.947,1,8.677,1,60.0,31.807,100.0,9.776,6.295,3.56,5.098,1.0,61.648,10.953,4.791,45.746,0,0,6.549,60.695,0.0,21.154
1412,Cambodia,Underdeveloped,42.76,43.13,10.7,25,Female,Rural,Middle,Both,4.404,Graduate,STEM,6.435,7.515,3.664,12.717,39.627,2,0.683,1.505,1.475,0.648,56.27,6.87,5.708,1,14.149,1,60.0,22.691,94.552,10.0,5.137,6.151,6.796,6.874,113.467,17.184,4.944,48.162,0,1,14.336,46.911,0.0,37.37
1413,Singapore,Developed,7.12,82.14,217.38,15,Female,Urban,Low,Shared Device,4.772,School,NA,6.741,6.989,4.596,13.324,54.173,3,0.66,2.439,1.498,0.531,73.724,8.621,4.658,2,28.237,1,55.709,25.709,83.145,10.0,4.792,6.694,7.726,7.338,130.968,17.269,6.122,38.709,0,0,16.627,43.486,0.0,47.963
1414,Romania,Developing,15.93,48.48,50.64,20,Male,Rural,Middle,Smartphone,4.5,Graduate,STEM,6.625,6.214,3.32,9.29,32.308,1,0.956,1.989,0.374,0.792,40.347,6.959,1.922,0,12.597,1,60.0,25.675,87.516,9.613,6.189,2.493,1.68,4.501,91.127,11.768,4.877,65.393,0,1,7.886,57.215,0.0,26.3
1415,Ghana,Underdeveloped,40.55,23.24,10.57,25,Male,Rural,Middle,Smartphone,2.866,Graduate,Medicine,6.656,6.543,2.172,6.164,27.879,1,0.722,0.838,0.613,0.798,58.38,5.659,4.226,0,12.284,1,56.417,26.736,94.277,10.0,6.191,3.638,4.533,1.595,59.004,10.087,6.446,70.102,1,0,7.728,67.471,0.0,51.074
1416,Germany,Developed,10.99,92.9,166.46,24,Male,Urban,High,Both,6.051,Postgraduate,Law,7.063,10.483,2.479,5.851,25.86,1,0.993,1.148,0.339,0.995,52.921,6.856,4.659,0,7.44,1,60.0,30.476,100.0,10.0,6.332,3.623,2.81,4.856,75.228,12.259,5.393,101.567,0,1,8.265,65.531,0.0,35.88
1417,Brazil,Developing,25.5,69.07,31.19,21,Female,Urban,Low,Shared Device,2.455,Graduate,Law,5.559,5.785,2.685,7.103,32.379,1,0.66,0.865,1.159,0.789,45.89,2.098,1.628,0,16.15,1,59.987,24.37,100.0,6.801,7.61,2.911,4.303,4.089,85.802,14.204,5.561,35.328,0,0,7.381,68.782,0.0,49.483
1418,Pakistan,Underdeveloped,44.14,41.89,15.38,25,Female,Rural,Low,Smartphone,3.533,Graduate,Business,6.225,7.559,2.088,5.44,27.161,1,0.419,0.796,0.873,0.47,26.876,3.849,3.462,0,0.0,0,60.0,27.492,94.46,10.0,6.598,2.748,4.991,3.794,61.158,7.944,3.932,20.918,0,0,6.388,66.501,0.0,33.257
1419,Philippines,Developing,24.12,66.21,33.68,24,Male,Urban,Low,Smartphone,4.526,Graduate,Medicine,6.278,9.043,2.522,6.724,32.854,1,0.715,1.098,0.709,0.435,52.03,4.523,2.183,0,16.051,1,55.051,27.744,91.741,10.0,6.551,4.544,5.174,3.237,76.788,7.224,5.68,46.698,0,0,8.868,59.88,0.0,65.251
1420,Peru,Underdeveloped,50.6,32.83,15.05,17,Male,Urban,Low,Shared Device,2.789,School,NA,3.732,4.771,2.581,6.835,31.267,2,0.205,0.821,1.556,0.249,64.924,3.836,2.47,1,3.678,1,55.127,20.36,86.206,9.053,6.813,2.66,3.651,1.284,82.394,9.518,4.659,25.573,0,0,8.181,73.783,0.0,36.225
1421,USA,Developed,8.75,94.39,85.34,19,Female,Urban,High,Smartphone,7.416,School,NA,3.927,6.87,5.565,15.296,62.612,2,0.669,3.253,1.644,0.831,133.706,16.195,5.836,1,23.749,1,51.225,21.77,76.694,9.098,5.276,6.787,7.166,8.041,153.035,20.039,6.101,113.529,0,1,19.619,41.372,0.0,42.326
1422,Laos,Underdeveloped,54.88,34.81,5.74,15,Male,Rural,Low,Shared Device,4.972,School,NA,3.921,3.389,2.952,10.053,36.203,2,0.398,1.184,1.37,0.445,88.448,5.383,3.955,1,18.405,1,49.561,20.235,83.661,9.882,6.292,4.786,3.978,4.58,83.716,9.952,5.567,39.872,0,0,13.721,57.315,0.0,50.128
1423,New Zealand,Developed,6.82,80.62,187.68,19,Male,Urban,Middle,Both,6.209,School,NA,5.826,6.021,6.473,17.641,81.445,3,0.57,3.757,2.146,0.663,82.876,18.563,12.206,2,39.863,2,49.309,21.252,90.334,7.152,4.408,7.787,6.768,9.181,172.973,24.553,8.201,92.273,0,0,26.626,40.882,0.0,60.772
1424,Sweden,Developed,11.01,75.9,118.9,24,Other,Urban,Middle,Laptop,6.651,Postgraduate,Medicine,7.522,8.893,3.819,11.686,38.49,2,1.543,1.322,0.954,1.254,73.924,11.372,2.327,1,18.743,1,54.486,30.424,95.919,10.0,7.136,3.166,2.787,5.882,111.674,17.65,4.068,43.206,0,0,17.522,63.109,0.0,17.506
1425,New Zealand,Developed,6.82,80.62,187.68,22,Male,Urban,High,Both,6.343,Diploma,STEM,4.567,6.319,4.532,12.686,50.458,3,0.725,2.44,1.367,0.417,66.484,5.095,3.514,2,26.537,1,48.168,22.076,91.202,6.966,5.445,4.793,3.172,5.973,128.055,16.148,6.072,110.639,0,0,20.228,55.879,0.0,41.891
1426,Morocco,Underdeveloped,51.4,20.76,6.03,18,Male,Urban,Low,Smartphone,5.886,School,NA,6.069,8.568,3.055,8.331,35.546,2,0.375,1.568,1.111,0.314,35.874,2.474,5.847,1,14.284,1,52.53,26.473,91.953,8.731,5.377,5.082,5.577,5.145,83.474,9.311,5.254,23.436,0,0,13.689,55.859,0.0,40.416
1427,South Africa,Developing,22.33,69.46,26.6,21,Female,Urban,Middle,Smartphone,3.954,Diploma,Arts,6.835,5.664,1.963,6.808,24.611,1,0.196,0.946,0.822,0.341,56.254,1.509,3.919,0,3.595,1,60.0,26.281,98.213,10.0,6.131,3.271,5.881,5.477,64.111,9.533,2.345,27.18,0,0,6.259,67.106,0.0,17.839
1428,Germany,Developed,10.99,92.9,166.46,19,Female,Urban,Middle,Both,6.785,School,NA,6.17,8.568,3.849,11.412,48.133,2,0.264,2.257,1.328,0.462,54.971,12.813,4.226,1,19.04,1,60.0,29.566,100.0,10.0,6.213,5.486,4.406,4.254,110.067,16.984,4.834,57.203,0,1,14.585,67.945,0.0,39.508
1429,Netherlands,Developed,14.7,80.43,107.41,23,Female,Urban,Middle,Smartphone,5.456,Dropout,NA,4.661,3.809,3.387,9.112,42.287,1,0.559,1.354,1.474,0.383,60.076,4.837,4.686,0,19.301,1,51.072,21.476,94.175,9.797,6.137,4.482,6.951,5.508,85.445,11.481,5.704,67.642,0,0,11.626,56.926,0.0,36.401
1430,Pakistan,Underdeveloped,44.14,41.89,15.38,21,Male,Rural,Low,Shared Device,2.803,Diploma,Arts,5.507,6.276,3.275,9.143,42.613,2,0.557,1.059,1.659,0.496,77.485,7.615,5.689,1,10.979,1,57.531,24.624,83.505,10.0,7.025,3.263,3.475,3.799,87.441,12.098,5.569,41.021,0,0,9.037,54.403,0.0,43.476
1431,Pakistan,Underdeveloped,44.14,41.89,15.38,22,Female,Rural,Low,Smartphone,3.082,Graduate,Business,6.254,6.873,1.639,4.179,18.325,2,0.258,0.83,0.551,0.188,16.994,4.746,2.346,1,6.95,1,58.798,25.147,95.594,10.0,6.927,4.022,4.981,4.716,55.159,7.677,5.144,42.484,0,0,7.862,62.632,0.0,41.759
1432,Nepal,Underdeveloped,36.03,42.82,14.94,18,Female,Rural,Low,Smartphone,4.942,School,NA,5.086,5.694,3.342,11.334,33.702,2,0.602,1.281,1.459,0.573,112.403,11.95,1.718,1,22.258,1,55.021,19.615,89.402,8.829,6.423,2.434,2.276,5.066,96.23,14.731,6.072,48.016,0,0,13.996,56.105,0.0,57.837
1433,Japan,Developed,6.56,93.44,122.38,20,Female,Urban,Middle,Laptop,9.158,Postgraduate,Law,5.605,7.075,3.754,8.581,48.225,2,1.401,1.457,0.895,1.007,37.827,8.281,4.814,1,18.617,1,57.723,22.776,89.589,8.53,4.777,6.993,7.456,9.045,109.747,12.986,5.77,59.778,0,0,13.817,40.927,0.0,36.801
1434,Nigeria,Underdeveloped,55.53,46.62,12.27,23,Male,Urban,Low,Smartphone,6.38,Diploma,Social Sciences,3.583,6.644,6.051,15.587,67.916,2,0.912,2.686,2.452,0.54,112.805,18.49,8.014,1,25.771,1,47.488,18.215,87.594,8.015,4.052,7.824,8.569,9.323,162.331,21.547,9.817,41.256,0,0,20.281,32.075,0.0,78.492
1435,Laos,Underdeveloped,54.88,34.81,5.74,23,Female,Rural,Middle,Smartphone,5.221,Dropout,NA,3.825,6.076,3.578,10.415,39.346,2,0.182,1.171,2.225,0.3,86.732,7.427,2.276,1,18.142,1,49.838,20.201,87.485,8.84,7.013,4.275,3.897,4.887,94.072,15.334,4.657,72.113,0,0,12.637,67.831,0.0,37.066
1436,South Africa,Developing,22.33,69.46,26.6,22,Female,Urban,Middle,Smartphone,4.407,Diploma,Law,7.697,9.073,4.088,12.966,50.452,2,0.673,1.605,1.81,0.401,73.028,12.479,7.692,1,23.488,1,60.0,30.258,93.371,9.5,5.824,6.135,6.552,7.574,116.325,16.322,7.341,68.665,0,0,18.784,45.348,0.0,44.313
1437,Denmark,Developed,5.21,82.77,129.26,20,Female,Urban,High,Both,3.748,Graduate,Business,8.271,8.449,2.184,7.595,23.016,2,0.737,0.851,0.596,0.566,57.799,2.862,4.171,1,20.072,1,55.334,29.773,90.459,10.0,7.13,5.446,5.589,5.86,70.796,7.626,4.683,81.278,0,0,8.686,55.943,0.0,24.345
1438,Switzerland,Developed,13.32,91.57,238.05,17,Male,Urban,Middle,Smartphone,6.699,Diploma,STEM,7.587,9.074,4.698,14.779,60.723,2,0.801,1.719,2.179,0.729,84.339,7.382,8.114,1,30.122,2,58.034,25.224,90.104,8.779,4.185,7.143,4.881,10.0,126.669,15.978,7.597,91.275,0,0,19.057,32.293,0.0,57.025
1439,Kuwait,Developing,33.98,46.91,40.26,24,Female,Urban,Middle,Laptop,3.815,Diploma,Social Sciences,7.794,5.919,1.404,7.071,13.957,1,0.095,0.459,0.851,0.278,40.526,4.226,2.346,0,0.0,0,60.0,33.976,87.732,10.0,6.123,3.685,2.582,3.77,42.646,8.006,4.358,70.131,0,0,8.175,68.16,0.0,48.435
1440,Philippines,Developing,24.12,66.21,33.68,15,Male,Urban,Middle,Laptop,3.156,School,NA,4.827,5.061,1.849,6.704,26.351,3,0.113,0.634,1.101,0.14,39.145,5.213,1.167,2,19.005,1,54.67,20.625,91.41,8.808,5.79,4.501,5.15,5.013,62.574,8.615,4.97,40.695,0,0,12.569,56.822,0.0,27.492
1441,South Korea,Developed,5.58,76.77,149.77,23,Male,Rural,Middle,Smartphone,8.675,Diploma,Medicine,3.68,6.553,5.541,14.893,64.814,2,1.071,2.262,2.209,0.599,78.801,16.828,9.972,1,22.401,1,46.35,19.664,90.089,8.202,4.185,6.839,7.204,6.565,152.119,20.48,7.448,79.707,0,0,19.605,51.939,0.0,51.791
1442,Germany,Developed,10.99,92.9,166.46,18,Female,Urban,Middle,Both,5.967,School,NA,3.634,5.095,2.722,7.671,35.221,2,0.334,1.613,0.775,0.28,58.178,7.153,2.993,1,19.533,1,50.696,17.98,91.975,10.0,6.533,2.579,2.746,3.955,79.229,8.178,4.423,31.062,0,0,10.697,62.76,0.0,28.236
1443,Australia,Developed,13.66,78.92,208.44,24,Male,Urban,High,Both,4.316,Diploma,Arts,3.802,5.696,3.214,10.202,28.121,2,0.633,1.555,1.025,0.649,83.859,7.188,4.727,1,22.553,1,52.214,18.375,93.329,7.108,6.091,5.052,5.116,3.594,89.493,12.162,4.424,86.552,0,0,16.067,56.179,0.0,28.108
1444,Turkey,Developing,20.82,74.61,52.36,21,Female,Urban,Middle,Smartphone,5.747,Diploma,STEM,4.297,7.448,1.669,6.067,25.501,3,0.198,0.513,0.959,0.165,38.741,5.445,1.318,2,19.677,1,49.079,22.025,96.465,9.415,6.058,3.62,5.948,1.965,52.712,5.791,3.144,60.803,0,0,16.048,64.978,0.0,36.573
1445,Poland,Developing,26.85,55.75,20.42,18,Female,Rural,Low,Smartphone,2.03,Diploma,Law,6.024,6.492,1.131,4.084,19.053,1,0.134,0.354,0.643,0.497,16.889,0.966,1.29,0,10.606,1,58.294,26.005,89.809,10.0,8.843,1.906,1.0,3.681,48.565,9.366,4.27,30.531,0,0,7.003,75.36,0.0,32.909
1446,Cambodia,Underdeveloped,42.76,43.13,10.7,20,Male,Urban,Low,Shared Device,3.623,Diploma,Medicine,9.364,9.638,4.358,12.173,46.643,2,0.793,2.345,1.22,0.515,100.051,7.172,5.883,1,20.45,1,60.0,35.525,92.069,10.0,5.197,4.733,4.774,5.941,132.459,18.951,6.648,35.365,0,0,15.488,54.923,0.0,52.416
1447,Laos,Underdeveloped,54.88,34.81,5.74,22,Male,Rural,Low,Shared Device,3.3,Postgraduate,Business,7.599,7.41,2.324,6.311,25.669,2,1.11,1.365,-0.151,0.696,27.336,2.673,2.257,1,25.327,1,54.592,29.626,94.026,7.887,6.054,5.248,4.899,6.534,70.366,11.037,5.295,53.8,0,0,8.13,53.751,0.0,41.921
1448,Norway,Developed,12.08,81.51,93.09,17,Male,Urban,Low,Smartphone,5.315,Diploma,Business,2.95,6.787,3.735,9.943,40.545,1,0.479,1.847,1.409,0.477,71.615,9.018,2.659,0,6.428,1,52.944,21.379,76.872,9.688,5.607,3.689,4.338,5.142,104.173,16.178,5.889,42.443,0,0,8.49,60.775,0.0,54.886
1449,Nepal,Underdeveloped,36.03,42.82,14.94,19,Male,Urban,Low,Smartphone,4.546,School,NA,5.155,6.54,2.674,9.136,27.419,1,0.457,1.501,0.716,0.307,65.349,7.104,4.624,0,13.584,1,57.612,22.455,91.104,7.255,6.214,3.068,4.228,6.16,85.248,11.037,6.57,50.785,0,0,11.847,50.008,0.0,61.889
1450,Kuwait,Developing,33.98,46.91,40.26,17,Female,Rural,Middle,Smartphone,3.369,School,NA,7.032,7.587,2.895,9.62,36.367,2,0.278,1.435,1.182,0.382,47.919,9.762,5.144,1,16.663,1,60.0,23.09,93.033,9.742,5.412,5.505,4.48,5.532,90.863,10.839,6.543,76.178,0,1,14.992,46.861,0.0,48.032
1451,Vietnam,Developing,30.7,66.87,45.63,22,Female,Urban,Low,Shared Device,6.176,Postgraduate,Law,5.253,6.76,2.191,8.77,26.612,2,0.625,0.943,0.623,0.721,57.932,7.705,4.112,1,11.668,1,59.898,24.598,84.325,10.0,6.144,2.432,1.03,1.257,76.904,5.364,3.605,27.698,0,0,9.595,73.074,0.0,34.243
1452,Ethiopia,Underdeveloped,38.66,23.59,24.25,25,Male,Rural,Middle,Smartphone,3.22,Graduate,Medicine,6.735,6.699,2.87,9.107,29.344,2,0.445,0.912,1.513,0.7,44.879,8.682,5.589,1,20.259,1,59.263,24.824,98.409,9.973,6.72,7.379,5.583,5.326,86.089,10.433,6.482,60.862,1,0,13.137,56.628,0.0,50.37
1453,Morocco,Underdeveloped,51.4,20.76,6.03,19,Male,Urban,Low,Smartphone,2.493,School,NA,3.247,3.457,1.68,4.734,19.924,2,0.175,0.866,0.639,0.32,31.762,1.077,2.186,1,17.779,1,50.706,16.971,90.958,7.37,6.688,3.515,4.095,3.495,33.601,3.688,3.603,18.735,0,0,8.091,64.664,0.0,25.192
1454,UK,Developed,12.32,93.79,133.44,25,Female,Urban,Middle,Both,7.862,Diploma,STEM,5.526,7.909,3.658,11.151,38.776,2,0.592,1.906,1.16,0.364,56.906,4.794,2.712,1,19.005,1,55.729,24.314,97.08,7.263,6.439,4.991,4.774,6.103,110.652,12.863,3.955,47.391,0,0,14.634,64.73,0.0,24.832
1455,Japan,Developed,6.56,93.44,122.38,20,Female,Urban,Middle,Both,5.499,Graduate,Medicine,8.242,8.518,2.415,9.041,28.988,2,0.763,1.11,0.543,0.84,82.049,7.923,4.08,1,16.768,1,60.0,30.255,99.416,8.615,6.14,4.861,5.957,4.387,66.328,8.637,5.875,64.841,0,1,11.555,60.067,0.0,41.585
1456,France,Developed,6.56,86.96,234.29,20,Male,Rural,Middle,Laptop,7.664,Graduate,Business,6.771,9.675,3.773,10.365,50.687,1,0.976,1.728,1.069,0.936,88.017,11.006,6.529,0,29.743,1,47.583,25.702,91.369,6.865,6.14,5.653,6.861,5.676,95.409,13.016,4.721,49.457,1,1,9.633,64.116,0.0,31.108
1457,France,Developed,6.56,86.96,234.29,17,Female,Urban,Low,Smartphone,5.26,School,NA,1.538,4.244,2.858,8.541,38.469,2,0.213,1.485,1.161,0.602,73.752,4.9,3.819,1,14.602,1,46.515,16.366,84.975,10.0,5.672,4.307,3.973,3.83,75.707,7.68,4.97,42.26,0,0,10.432,61.44,2.768,49.682
1458,Bolivia,Underdeveloped,44.35,35.68,17.19,22,Male,Rural,Low,Smartphone,2.622,Diploma,Social Sciences,5.264,5.502,2.96,8.533,31.465,2,0.491,1.522,0.947,0.454,37.484,1.973,5.609,1,16.148,1,53.26,21.374,85.287,10.0,6.695,4.247,4.92,3.384,95.891,10.178,2.57,29.908,0,0,15.461,57.43,0.0,33.823
1459,Malaysia,Developing,20.84,45.17,39.08,25,Male,Urban,Middle,Both,3.237,Diploma,Arts,9.565,8.161,3.361,10.655,31.785,2,0.2,1.662,1.499,0.314,77.736,8.959,4.599,1,16.943,1,60.0,31.259,90.144,8.666,5.564,4.84,2.886,7.213,109.782,15.068,6.132,72.673,0,0,12.696,54.786,0.0,45.329
1460,Morocco,Underdeveloped,51.4,20.76,6.03,19,Female,Rural,Low,Shared Device,3.918,School,NA,3.208,6.749,3.743,11.994,42.412,1,0.261,1.637,1.845,0.461,65.058,3.44,2.461,0,21.68,1,52.931,15.494,84.252,10.0,6.417,5.752,4.883,4.671,119.432,15.488,4.669,30.143,0,0,14.773,44.328,0.0,45.793
1461,Sweden,Developed,11.01,75.9,118.9,18,Female,Urban,Middle,Smartphone,6.742,School,NA,4.786,6.507,4.119,10.331,45.437,2,0.44,1.793,1.887,0.341,77.483,5.435,6.587,1,13.782,1,56.79,25.592,100.0,10.0,4.631,5.935,4.207,8.187,113.33,13.529,5.437,50.589,0,1,15.91,48.031,0.0,44.566
