student_id,country,development_level,poverty_rate_percent,internet_infrastructure_index,average_internet_speed_mbps,age,gender,urban_rural,family_income_level,device_access,internet_access_hours,education_level,field_of_study,academic_motivation,online_learning_hours,social_media_hours,sessions_per_day,average_session_length_minutes,late_night_usage,education_content_hours,short_video_hours,entertainment_content_hours,news_content_hours,likes_given_per_day,comments_written_per_day,posts_created_per_week,late_night_score,brain_rot_index,brain_rot_level,attention_span_minutes,study_hours_per_week,class_attendance_rate,productivity_score,sleep_hours,stress_level,anxiety_score,depression_score,ads_viewed_per_day,ads_clicked_per_week,impulse_purchase_score,digital_spending_per_month,cyberbullying_exposure,adult_content_exposure,digital_addiction_score,wellbeing_index,academic_risk_score,financial_risk_score
1066,Kenya,Underdeveloped,48.2,34.17,24.44,20,Female,Rural,Middle,Both,4.395,Dropout,NA,4.048,5.021,3.958,12.057,39.092,1,0.458,2.079,1.422,0.233,68.752,8.543,4.338,0,18.905,1,50.797,21.466,93.666,10.0,5.215,4.699,4.269,7.002,114.84,16.32,5.13,68.304,0,0,10.237,52.368,0.0,37.026
1067,Morocco,Underdeveloped,51.4,20.76,6.03,21,Female,Rural,Middle,Smartphone,3.425,Postgraduate,STEM,5.376,3.222,1.765,6.543,19.142,2,0.598,0.812,0.355,0.333,51.677,3.216,1.98,1,12.605,1,58.57,21.069,100.0,10.0,6.809,2.925,1.0,1.913,47.444,7.716,2.572,26.892,1,0,8.907,65.181,0.0,16.487
1068,South Korea,Developed,5.58,76.77,149.77,23,Male,Urban,High,Both,5.626,Postgraduate,STEM,7.209,8.009,5.518,15.316,64.258,2,2.324,2.646,0.548,1.2,73.41,16.368,4.128,1,26.705,1,57.358,31.075,88.012,9.781,4.0,6.421,7.028,9.995,151.765,19.242,6.755,132.432,0,0,19.906,35.517,0.0,49.206
1069,USA,Developed,8.75,94.39,85.34,20,Female,Urban,Low,Smartphone,8.812,Graduate,Business,6.53,9.665,5.541,15.435,61.177,2,1.572,2.075,1.893,1.018,120.811,12.834,9.03,1,22.089,1,53.127,27.538,97.266,7.478,4.843,5.451,6.876,7.482,146.526,17.538,6.505,44.68,0,1,21.826,47.381,0.0,52.015
1070,Saudi Arabia,Developing,18.41,63.7,33.33,22,Female,Urban,Low,Smartphone,4.904,Graduate,Social Sciences,8.829,8.385,0.239,1.0,3.0,1,0.069,0.135,0.035,0.239,7.915,0.267,0.299,0,0.0,0,60.0,33.656,98.294,10.0,6.865,2.682,2.943,1.962,21.261,2.803,3.087,27.179,0,0,0.0,74.195,0.0,42.451
1071,Switzerland,Developed,13.32,91.57,238.05,16,Female,Urban,Low,Smartphone,8.075,School,NA,6.338,8.471,5.578,14.346,66.421,3,0.797,2.342,2.44,0.638,76.868,5.995,5.666,2,26.553,1,53.313,25.89,83.929,8.374,4.05,6.063,6.294,7.696,167.3,21.178,8.174,64.954,0,0,24.417,33.666,0.0,71.679
1072,Romania,Developing,15.93,48.48,50.64,20,Female,Rural,Middle,Smartphone,4.223,Diploma,Medicine,5.722,6.749,4.61,11.213,43.851,4,0.501,2.415,1.694,0.717,82.79,9.239,4.789,3,39.292,2,45.801,20.992,85.141,7.395,4.423,6.834,7.222,6.317,116.324,11.405,7.667,81.744,0,0,26.074,39.61,0.0,55.205
1073,Malaysia,Developing,20.84,45.17,39.08,17,Female,Urban,Low,Shared Device,3.874,School,NA,5.678,6.085,3.733,11.478,42.815,3,0.631,2.049,1.053,0.76,95.575,5.131,3.556,2,27.753,1,52.955,22.11,93.538,8.665,6.498,4.948,6.045,6.437,110.225,13.412,5.854,28.698,0,0,15.162,57.568,0.0,50.925
1074,Mexico,Developing,23.64,47.24,73.55,23,Male,Rural,Low,Smartphone,4.529,Diploma,Business,4.161,4.87,4.631,14.115,54.67,2,0.576,1.911,2.144,0.606,111.36,4.103,6.628,1,28.331,1,50.086,18.768,93.098,7.92,5.738,4.917,3.503,4.151,137.705,15.134,5.31,47.172,0,1,19.369,64.958,0.0,48.512
1075,Saudi Arabia,Developing,18.41,63.7,33.33,16,Male,Rural,Low,Smartphone,4.187,School,NA,4.837,5.319,2.037,7.089,24.015,2,0.154,0.668,1.215,0.104,44.191,4.591,2.195,1,12.523,1,54.252,20.646,93.774,10.0,6.504,3.166,2.604,2.397,59.321,7.791,5.39,35.811,1,0,8.812,68.617,0.0,50.581
1076,Romania,Developing,15.93,48.48,50.64,25,Female,Rural,Middle,Smartphone,5.519,Dropout,NA,7.842,8.592,2.725,8.228,30.334,2,0.172,1.504,1.049,0.316,41.079,2.137,4.57,1,14.395,1,60.0,32.344,100.0,10.0,5.676,5.229,4.368,3.368,86.266,9.077,6.292,90.52,0,0,12.164,53.681,0.0,49.748
1077,Poland,Developing,26.85,55.75,20.42,22,Male,Urban,Middle,Smartphone,7.194,Graduate,Business,5.072,7.494,5.152,15.72,64.608,2,0.967,2.146,2.039,0.802,70.327,12.034,4.279,1,29.131,1,55.206,22.734,83.204,8.279,5.462,5.911,5.379,7.719,125.144,18.309,5.666,71.07,0,0,18.825,56.438,0.0,45.052
1078,Morocco,Underdeveloped,51.4,20.76,6.03,20,Female,Rural,Middle,Laptop,2.25,Diploma,Arts,5.365,6.318,0.0,1.0,6.75,1,0.0,0.0,0.0,0.0,9.637,1.051,0.0,0,3.844,1,60.0,23.953,99.296,8.602,8.358,3.212,2.117,4.177,0.471,0.0,1.814,20.157,0,0,2.762,63.752,0.0,10.19
1079,Cambodia,Underdeveloped,42.76,43.13,10.7,25,Male,Rural,Low,Smartphone,3.857,Diploma,Medicine,6.037,6.602,1.801,5.279,23.882,3,0.146,0.595,1.06,0.434,27.077,6.241,1.64,2,18.42,1,47.854,26.88,92.362,9.822,6.24,4.972,6.752,4.775,50.828,7.244,6.257,44.201,0,0,12.987,66.367,0.0,55.635
1080,Poland,Developing,26.85,55.75,20.42,23,Female,Urban,Low,Smartphone,8.428,Diploma,Arts,2.463,4.65,4.985,11.742,56.195,3,0.585,2.788,1.612,0.69,49.624,12.681,2.82,2,32.174,2,40.98,14.205,79.751,7.233,4.959,5.304,4.427,6.249,124.161,17.148,6.748,41.782,0,0,20.075,50.91,3.817,57.648
1081,Romania,Developing,15.93,48.48,50.64,20,Other,Urban,Middle,Smartphone,4.86,Graduate,STEM,7.751,9.882,2.075,6.833,29.136,2,0.665,0.652,0.758,0.668,44.836,6.279,2.669,1,7.222,1,59.684,30.369,100.0,10.0,5.741,3.686,3.769,6.335,69.521,7.553,5.704,69.288,0,0,5.108,63.766,0.0,38.791
1082,China,Developing,18.67,61.28,72.29,24,Female,Rural,Low,Shared Device,3.734,Diploma,Business,5.474,5.458,2.117,5.916,27.416,2,0.319,0.972,0.827,0.39,57.021,3.172,4.152,1,9.606,1,59.46,22.019,93.751,10.0,6.885,4.204,4.19,4.554,73.821,11.419,5.984,44.63,0,0,11.222,58.727,0.0,60.644
1083,Kenya,Underdeveloped,48.2,34.17,24.44,25,Female,Rural,Middle,Smartphone,4.995,Graduate,Medicine,6.271,8.704,2.54,8.156,34.114,1,0.82,1.458,0.263,0.695,61.064,6.005,3.009,0,13.688,1,56.697,30.674,94.466,10.0,6.528,6.171,5.431,6.015,73.862,11.926,5.874,65.44,0,0,9.428,50.687,0.0,51.668
1084,Mexico,Developing,23.64,47.24,73.55,17,Female,Rural,Middle,Smartphone,1.605,School,NA,6.022,5.175,0.981,3.944,20.404,2,0.069,0.565,0.347,0.434,36.816,2.021,1.116,1,4.768,1,57.061,30.009,100.0,10.0,6.542,3.965,4.58,5.093,32.759,8.044,3.71,37.792,0,0,7.856,58.186,0.0,34.774
1085,Brazil,Developing,25.5,69.07,31.19,20,Male,Rural,High,Smartphone,8.018,Dropout,NA,1.0,3.078,6.485,18.213,74.582,4,1.146,3.563,1.776,0.906,152.204,10.288,7.954,3,39.706,2,42.29,6.944,70.219,2.422,4.71,8.874,8.954,7.128,169.144,23.618,9.891,171.781,0,0,31.411,46.594,5.696,59.51
1086,USA,Developed,8.75,94.39,85.34,15,Female,Urban,Middle,Smartphone,8.137,School,NA,6.588,7.544,5.918,16.361,65.446,3,1.002,2.242,2.673,0.843,72.248,8.655,5.575,2,34.047,2,56.271,27.517,89.301,7.311,5.344,5.774,4.791,6.076,171.42,21.703,7.02,68.612,0,1,27.329,51.651,0.0,55.194
1087,Singapore,Developed,7.12,82.14,217.38,19,Female,Rural,High,Smartphone,5.16,School,NA,3.418,3.734,3.189,9.578,45.947,2,0.386,1.077,1.726,0.488,74.882,2.83,4.118,1,25.328,1,44.251,19.928,85.298,7.568,6.104,5.993,6.808,6.055,106.614,11.745,6.384,111.69,0,0,16.427,44.624,0.0,35.643
1088,Bolivia,Underdeveloped,44.35,35.68,17.19,25,Other,Rural,Middle,Smartphone,5.719,Graduate,STEM,7.32,5.357,3.624,10.548,40.775,2,0.597,1.15,1.877,0.314,96.426,8.114,4.006,1,23.391,1,58.148,23.873,94.708,7.199,6.36,4.512,4.151,4.82,94.55,9.608,6.253,70.486,0,0,15.774,55.451,0.0,43.0
1089,Ghana,Underdeveloped,40.55,23.24,10.57,17,Female,Urban,Middle,Both,3.48,Dropout,NA,5.42,6.475,1.702,5.218,19.614,2,0.142,0.834,0.726,0.495,49.467,2.548,2.052,1,15.765,1,51.894,22.267,90.469,7.221,7.143,2.384,1.473,1.0,37.638,5.039,2.837,35.343,0,0,9.983,75.702,0.0,17.215
1090,Canada,Developed,14.51,90.5,188.19,21,Male,Urban,Middle,Laptop,7.456,Diploma,Arts,7.149,8.971,6.716,17.9,67.528,2,1.249,2.628,2.839,0.981,123.912,3.939,10.989,1,29.861,1,53.638,28.78,100.0,7.008,4.308,6.92,5.812,9.676,190.597,27.141,6.364,67.245,0,0,22.542,47.196,0.0,36.261
1091,Chile,Developing,25.28,47.22,71.64,15,Female,Urban,High,Smartphone,2.746,School,NA,6.702,5.233,1.632,4.31,24.682,1,0.227,0.706,0.698,0.41,19.037,2.736,1.741,0,0.65,1,60.0,29.12,100.0,10.0,6.309,2.814,1.195,3.241,56.56,8.241,3.838,77.679,0,0,3.287,59.997,0.0,30.745
1092,Morocco,Underdeveloped,51.4,20.76,6.03,19,Male,Rural,High,Smartphone,3.691,School,NA,4.771,5.829,3.229,9.399,36.753,2,0.579,1.268,1.383,0.727,63.378,6.383,1.653,1,16.984,1,51.996,22.635,98.406,10.0,4.917,5.658,5.308,7.846,101.363,13.19,6.404,96.46,1,0,14.386,42.316,0.0,33.159
1093,Ghana,Underdeveloped,40.55,23.24,10.57,24,Female,Urban,Low,Smartphone,2.348,Dropout,NA,1.0,1.612,1.945,5.99,26.56,1,0.332,0.979,0.634,0.518,44.521,2.737,2.15,0,14.446,1,43.416,6.624,81.464,7.559,6.964,4.974,3.686,5.213,65.187,5.9,4.61,23.601,0,0,4.691,57.158,0.0,41.862
1094,Romania,Developing,15.93,48.48,50.64,24,Female,Rural,Low,Shared Device,3.427,Dropout,NA,5.428,5.641,3.44,10.875,36.589,1,0.473,1.23,1.737,0.507,82.051,7.584,4.185,0,8.44,1,58.536,23.473,98.17,10.0,6.352,5.398,5.021,3.874,86.498,9.742,4.685,32.124,0,0,11.673,58.065,0.0,41.101
1095,Bangladesh,Underdeveloped,37.93,39.13,19.06,16,Female,Rural,High,Shared Device,2.823,School,NA,5.375,4.641,2.795,7.439,32.584,2,0.3,1.582,0.913,0.434,71.726,4.495,2.303,1,7.818,1,57.825,28.906,87.845,10.0,6.097,4.202,4.461,6.065,79.755,12.164,4.181,54.794,0,0,9.39,63.256,0.0,26.204
1096,Germany,Developed,10.99,92.9,166.46,20,Female,Urban,Middle,Laptop,6.814,Postgraduate,Business,7.698,8.19,5.056,12.732,52.211,2,1.646,1.819,1.591,0.866,62.745,5.636,3.658,1,29.698,1,54.894,30.048,95.213,8.659,5.525,7.022,5.831,6.138,148.383,18.855,8.506,101.141,0,0,17.738,47.14,0.0,61.44
1097,USA,Developed,8.75,94.39,85.34,17,Male,Urban,Low,Smartphone,4.51,School,NA,5.444,6.289,3.023,9.657,25.945,1,0.34,1.263,1.42,0.638,47.62,9.707,5.929,0,13.615,1,58.441,23.127,89.743,8.906,6.123,3.966,3.609,3.984,79.706,10.289,5.721,23.384,0,0,7.295,65.918,0.0,54.219
1098,Australia,Developed,13.66,78.92,208.44,15,Female,Urban,Low,Smartphone,6.335,School,NA,9.318,9.401,3.333,9.581,38.361,2,0.387,1.38,1.566,0.314,92.274,8.367,4.802,1,12.565,1,60.0,33.475,100.0,10.0,5.189,5.367,5.311,9.161,106.45,16.043,5.502,40.342,0,0,12.471,44.818,0.0,57.376
1099,Poland,Developing,26.85,55.75,20.42,19,Female,Urban,Low,Smartphone,4.156,School,NA,5.607,6.385,2.961,8.11,32.54,1,0.297,1.528,1.135,0.547,73.851,4.462,5.834,0,15.423,1,53.554,24.277,82.753,10.0,7.567,2.429,1.863,5.225,73.711,7.139,4.732,36.835,0,0,8.846,69.064,0.0,44.529
1100,Nigeria,Underdeveloped,55.53,46.62,12.27,17,Male,Rural,Middle,Both,5.937,School,NA,4.358,4.746,5.088,13.175,62.428,4,0.275,1.895,2.918,0.373,84.752,10.779,8.789,3,33.476,2,46.043,17.723,77.83,7.118,4.0,8.431,9.784,6.182,139.347,18.644,6.33,76.402,0,0,25.043,42.038,0.0,46.86
1101,UK,Developed,12.32,93.79,133.44,19,Female,Urban,Low,Smartphone,5.992,School,NA,6.243,8.439,4.974,14.937,57.425,2,0.913,1.537,2.525,0.817,59.828,5.577,8.476,1,25.462,1,52.946,26.071,86.998,10.0,5.663,5.521,5.916,3.995,140.763,16.326,7.11,38.2,0,0,21.168,54.166,0.0,54.63
1102,Saudi Arabia,Developing,18.41,63.7,33.33,16,Male,Rural,Low,Shared Device,4.62,School,NA,9.036,8.991,4.274,10.392,45.046,2,0.324,2.205,1.745,0.182,72.424,5.327,7.895,1,23.314,1,59.431,34.887,90.196,10.0,4.448,6.831,7.456,5.854,110.854,14.211,4.872,43.572,0,1,17.608,42.63,0.0,42.533
1103,Norway,Developed,12.08,81.51,93.09,20,Female,Urban,Middle,Both,4.127,Graduate,Medicine,5.521,6.719,2.442,6.942,28.926,3,0.698,1.339,0.405,0.387,45.292,4.881,1.435,2,17.445,1,54.837,24.297,84.597,9.065,6.364,5.396,4.104,6.549,68.594,8.706,5.669,72.312,0,0,18.474,60.312,0.0,34.292
1104,Norway,Developed,12.08,81.51,93.09,19,Female,Urban,Middle,Both,3.375,School,NA,5.577,4.773,2.223,8.767,30.867,1,0.334,0.805,1.084,0.47,77.564,4.998,2.898,0,7.151,1,58.091,25.258,100.0,10.0,7.028,3.685,4.04,4.78,84.68,13.403,6.326,62.119,0,1,2.151,63.925,0.0,45.792
1105,Mexico,Developing,23.64,47.24,73.55,17,Female,Rural,Low,Smartphone,3.823,School,NA,3.919,4.656,3.144,9.954,36.666,3,0.497,1.252,1.395,0.729,65.62,7.294,3.817,2,26.939,1,48.045,22.142,90.014,6.953,6.852,5.163,4.799,2.378,79.872,9.888,3.611,42.458,0,0,20.648,66.503,0.0,31.703
1106,Laos,Underdeveloped,54.88,34.81,5.74,15,Female,Urban,Low,Smartphone,2.581,School,NA,4.616,4.629,2.192,6.974,33.665,2,0.43,0.776,0.986,0.635,65.567,7.039,2.256,1,13.469,1,53.169,19.321,92.325,9.092,6.063,5.817,5.354,2.414,68.603,10.788,5.772,37.445,0,0,9.48,71.674,0.0,45.96
1107,Kuwait,Developing,33.98,46.91,40.26,22,Female,Urban,Middle,Smartphone,4.137,Dropout,NA,5.19,6.346,2.263,8.791,24.951,2,0.371,0.68,1.212,0.636,60.995,8.343,4.014,1,11.809,1,59.886,23.689,97.13,10.0,6.004,5.039,3.753,4.919,71.22,8.482,5.083,48.061,0,1,11.239,57.779,0.0,35.422
1108,Qatar,Developing,16.3,54.93,27.19,15,Female,Urban,Low,Shared Device,3.849,School,NA,1.754,3.115,3.887,10.641,48.928,3,0.444,1.618,1.824,0.378,71.296,4.926,7.312,2,30.479,2,46.892,11.256,93.823,4.638,5.374,5.131,4.483,5.538,113.604,15.331,6.618,27.783,0,0,22.623,47.409,0.0,48.966
1109,Malaysia,Developing,20.84,45.17,39.08,15,Male,Urban,Middle,Both,3.906,School,NA,4.824,5.466,2.844,7.998,30.761,2,0.513,1.211,1.121,0.632,74.503,4.189,3.041,1,15.962,1,51.601,20.796,90.481,8.803,5.995,6.28,4.637,5.156,74.592,6.165,3.833,37.825,0,0,12.472,55.59,0.0,30.652
1110,Chile,Developing,25.28,47.22,71.64,22,Female,Urban,Low,Shared Device,5.167,Diploma,Medicine,5.805,6.022,2.295,4.628,23.943,3,0.352,1.218,0.725,0.338,20.929,4.001,2.449,2,13.289,1,55.487,21.429,92.56,10.0,5.344,5.116,5.707,4.952,66.493,8.092,2.587,27.147,0,0,14.432,61.459,0.0,28.174
1111,Saudi Arabia,Developing,18.41,63.7,33.33,20,Male,Urban,Middle,Laptop,7.036,Postgraduate,Arts,7.256,8.177,3.106,9.247,37.907,2,0.936,1.851,0.318,0.781,42.261,6.569,5.82,1,15.619,1,53.597,30.179,97.795,9.154,5.914,3.783,5.889,2.085,102.205,15.364,5.88,55.507,0,0,14.606,60.005,0.0,45.967
1112,Ghana,Underdeveloped,40.55,23.24,10.57,23,Male,Rural,Low,Smartphone,2.822,Graduate,Business,4.929,4.045,1.713,7.066,20.976,1,0.336,0.569,0.808,0.297,38.189,7.576,1.094,0,11.067,1,57.708,22.083,98.114,8.475,6.128,3.289,1.358,3.74,59.142,9.65,5.934,62.62,0,0,7.118,66.801,0.0,60.022
1113,South Korea,Developed,5.58,76.77,149.77,18,Female,Urban,Middle,Smartphone,6.851,School,NA,1.784,5.457,5.559,15.455,54.751,4,0.922,2.218,2.418,0.687,93.665,9.821,8.374,3,33.688,2,46.183,15.551,76.408,7.21,4.564,6.525,6.469,6.124,163.795,19.078,7.98,66.707,0,0,28.043,40.519,0.0,55.831
1114,Poland,Developing,26.85,55.75,20.42,24,Female,Urban,High,Shared Device,6.272,Graduate,Medicine,6.104,10.672,5.128,15.371,61.418,3,1.38,3.03,0.718,0.922,126.281,17.084,4.465,2,29.82,1,54.21,22.631,92.1,9.17,5.484,6.537,5.546,6.082,140.407,15.836,6.774,109.733,0,0,19.764,50.217,0.0,46.371
1115,Australia,Developed,13.66,78.92,208.44,24,Male,Urban,Middle,Smartphone,6.754,Graduate,Law,6.635,8.302,3.52,11.474,31.238,3,0.942,1.229,1.349,0.797,63.577,3.645,2.852,2,24.638,1,55.053,28.295,89.317,8.237,6.093,6.261,5.725,6.09,84.879,10.959,4.736,53.904,0,0,18.866,53.835,0.0,41.114
1116,USA,Developed,8.75,94.39,85.34,15,Male,Urban,Middle,Smartphone,8.775,School,NA,3.416,5.679,4.573,12.94,53.76,2,0.444,1.981,2.148,0.631,81.894,3.979,5.165,1,23.745,1,44.972,17.121,89.124,7.244,5.982,4.995,4.755,5.982,131.839,16.381,6.862,72.174,0,1,18.286,53.222,0.0,44.238
1117,UK,Developed,12.32,93.79,133.44,24,Male,Urban,High,Both,7.374,Graduate,Medicine,5.359,7.276,4.492,12.313,47.511,4,1.019,2.454,1.019,0.844,73.12,11.339,5.241,3,34.695,2,47.361,18.444,86.776,4.494,4.844,8.139,7.655,5.324,118.454,15.917,6.429,114.632,1,0,20.396,47.261,0.0,43.294
1118,South Africa,Developing,22.33,69.46,26.6,16,Female,Rural,Low,Smartphone,3.645,School,NA,6.15,7.314,1.323,4.617,20.722,1,0.138,0.506,0.679,0.523,30.085,3.461,1.108,0,0.471,1,59.51,27.487,87.861,10.0,7.585,1.641,1.0,1.0,46.683,7.45,3.383,8.406,0,1,2.941,76.85,0.0,24.033
1119,Malaysia,Developing,20.84,45.17,39.08,17,Male,Urban,Middle,Smartphone,5.188,School,NA,6.663,6.52,2.876,9.193,38.088,1,0.194,1.1,1.582,0.548,44.542,2.976,4.295,0,11.613,1,60.0,26.588,100.0,9.035,7.923,2.642,2.598,6.097,94.252,16.523,6.496,79.723,0,0,9.107,67.608,0.0,43.617
1120,Australia,Developed,13.66,78.92,208.44,25,Female,Urban,High,Both,3.908,Graduate,STEM,6.918,6.323,1.429,5.508,24.355,1,0.291,0.466,0.672,0.34,26.481,2.246,2.751,0,3.8,1,60.0,30.824,90.516,10.0,6.791,4.66,5.288,3.965,50.143,5.363,4.619,77.507,0,0,5.219,66.461,0.0,27.639
1121,Bolivia,Underdeveloped,44.35,35.68,17.19,19,Female,Rural,Low,Smartphone,3.869,Diploma,STEM,5.838,6.871,2.109,6.009,30.926,3,0.187,0.829,1.093,0.227,54.635,1.95,3.685,2,22.691,1,56.884,24.467,94.57,8.756,6.632,5.425,6.093,4.454,65.764,5.32,4.78,46.422,0,1,9.779,55.977,0.0,42.395
1122,Pakistan,Underdeveloped,44.14,41.89,15.38,21,Female,Rural,Low,Smartphone,2.982,Graduate,Law,6.796,6.003,3.269,10.047,33.665,1,0.784,1.114,1.371,0.667,44.405,3.274,3.369,0,12.06,1,56.516,27.021,97.784,9.276,7.803,4.221,5.271,4.403,112.567,12.475,2.87,11.418,0,0,12.373,62.511,0.0,18.164
1123,UK,Developed,12.32,93.79,133.44,25,Male,Urban,Middle,Smartphone,6.634,Diploma,Medicine,6.254,7.487,4.608,11.312,55.289,4,0.356,1.386,2.865,0.23,100.724,2.475,2.734,3,31.007,2,49.55,24.184,87.23,8.63,4.946,6.767,6.138,5.81,130.177,16.259,6.738,74.401,0,0,20.887,46.273,0.0,40.42
1124,Qatar,Developing,16.3,54.93,27.19,16,Female,Rural,High,Smartphone,4.659,School,NA,4.775,6.056,2.425,7.282,27.43,2,0.438,0.735,1.252,0.626,29.564,5.794,2.655,1,9.235,1,58.377,21.805,85.625,10.0,7.373,2.034,3.318,1.689,68.502,10.578,5.916,88.582,0,0,8.877,80.316,0.0,34.592
1125,Chile,Developing,25.28,47.22,71.64,17,Female,Rural,Middle,Smartphone,5.065,School,NA,5.422,6.412,3.231,10.207,32.931,1,0.638,1.538,1.056,0.589,95.347,8.731,2.818,0,6.039,1,60.0,24.303,90.104,8.831,6.685,4.496,4.568,5.348,94.042,12.867,4.788,59.685,0,0,12.635,60.302,0.0,38.113
1126,Bolivia,Underdeveloped,44.35,35.68,17.19,18,Male,Rural,Low,Smartphone,5.372,School,NA,3.849,4.948,3.937,10.031,38.646,1,0.376,2.101,1.46,0.459,49.78,5.483,6.404,0,20.363,1,53.895,17.789,85.175,8.174,5.936,5.85,5.126,5.559,115.053,18.243,7.876,53.283,0,0,13.802,59.814,0.0,75.55
1127,Australia,Developed,13.66,78.92,208.44,20,Female,Rural,Middle,Laptop,5.651,Dropout,NA,3.191,4.87,4.332,14.33,53.336,3,0.744,2.553,1.034,0.745,113.343,13.916,4.495,2,34.338,2,43.946,12.85,92.631,6.146,4.937,5.519,6.254,5.251,123.585,11.958,4.246,50.163,0,1,22.748,49.981,2.551,31.293
1128,Kuwait,Developing,33.98,46.91,40.26,23,Male,Urban,Low,Smartphone,4.801,Diploma,Social Sciences,7.362,7.954,4.24,10.907,51.094,2,0.732,1.622,1.886,0.602,78.835,10.704,6.59,1,24.882,1,55.325,28.404,98.94,9.339,4.656,4.131,2.888,5.656,110.742,13.328,4.882,30.954,0,0,14.872,68.412,0.0,47.098
1129,Oman,Developing,34.31,54.33,76.57,20,Female,Urban,Low,Smartphone,2.46,Graduate,Social Sciences,7.505,7.888,1.438,4.878,19.375,2,0.386,0.739,0.313,0.693,42.796,5.423,2.18,1,15.457,1,59.669,30.013,95.284,10.0,6.155,4.875,4.815,4.139,35.644,5.314,3.553,17.833,0,0,8.901,62.954,0.0,36.203
1130,Saudi Arabia,Developing,18.41,63.7,33.33,16,Male,Urban,High,Shared Device,3.523,School,NA,6.103,6.146,3.648,12.181,46.732,1,0.198,1.196,2.253,0.28,105.618,5.66,2.153,0,15.91,1,57.962,24.104,91.77,9.924,5.438,2.964,3.048,5.001,100.484,13.207,5.668,87.754,0,0,12.879,62.044,0.0,23.493
1131,South Africa,Developing,22.33,69.46,26.6,23,Male,Rural,Low,Smartphone,5.776,Dropout,NA,2.868,5.515,2.259,7.21,24.521,3,0.194,0.98,1.085,0.238,33.916,7.0,1.717,2,15.259,1,51.533,18.002,88.606,6.408,6.335,4.563,5.291,6.64,57.362,6.972,5.252,51.172,0,0,10.306,63.739,0.0,36.143
1132,Singapore,Developed,7.12,82.14,217.38,25,Female,Urban,Middle,Smartphone,4.73,Diploma,Social Sciences,4.321,3.544,3.959,10.249,45.524,2,0.76,1.896,1.303,0.647,46.796,2.542,2.094,1,30.983,2,45.824,19.156,85.481,7.395,5.602,5.632,5.014,7.752,111.855,14.38,6.085,79.568,0,0,18.317,47.816,0.0,44.716
1133,Saudi Arabia,Developing,18.41,63.7,33.33,19,Male,Urban,Low,Shared Device,4.881,School,NA,3.486,3.914,3.59,9.558,44.938,2,0.283,1.752,1.555,0.451,55.901,9.946,4.376,1,26.707,1,50.956,17.097,82.544,9.16,5.375,6.218,7.391,5.682,102.787,8.288,4.443,46.055,0,0,14.605,38.911,0.0,44.281
1134,Laos,Underdeveloped,54.88,34.81,5.74,17,Male,Urban,Low,Shared Device,5.81,School,NA,9.228,9.587,2.841,8.811,35.025,2,0.535,1.129,1.177,0.442,73.011,3.125,5.118,1,15.424,1,59.956,32.451,95.718,10.0,5.653,5.96,4.253,7.964,84.889,11.674,4.433,40.923,0,1,8.306,45.564,0.0,45.531
1135,Nepal,Underdeveloped,36.03,42.82,14.94,15,Male,Rural,High,Smartphone,5.985,School,NA,6.986,8.685,4.154,13.805,44.039,2,0.769,1.291,2.093,0.573,91.773,15.006,4.418,1,23.368,1,59.05,33.169,83.596,9.163,6.089,6.71,7.144,6.985,117.944,15.893,5.918,119.23,0,1,16.832,50.073,0.0,39.711
1136,China,Developing,18.67,61.28,72.29,19,Male,Urban,Middle,Laptop,3.708,Diploma,Arts,6.322,6.589,3.75,9.817,41.684,2,0.598,1.784,1.368,0.592,72.445,2.255,5.461,1,26.955,1,56.032,26.25,76.88,7.77,5.451,5.061,4.645,5.58,111.651,15.447,5.015,75.608,0,0,16.9,56.103,0.0,29.286
1137,Germany,Developed,10.99,92.9,166.46,25,Male,Urban,Low,Smartphone,5.966,Graduate,Social Sciences,7.478,9.138,1.825,5.152,30.892,2,0.468,0.561,0.796,0.628,47.98,3.101,1.135,1,9.53,1,60.0,29.973,90.669,9.536,6.436,3.045,4.579,1.653,62.135,10.02,4.615,33.965,0,0,6.454,65.744,0.0,50.235
1138,Pakistan,Underdeveloped,44.14,41.89,15.38,21,Male,Rural,Middle,Both,4.247,Diploma,Medicine,6.511,7.021,3.809,11.981,51.814,2,0.38,1.685,1.744,0.474,106.264,8.898,4.143,1,27.458,1,57.169,27.144,83.46,7.712,5.637,4.756,4.434,7.466,106.837,11.34,6.266,64.738,0,0,17.869,53.161,0.0,60.607
1139,Indonesia,Developing,27.24,68.17,68.45,22,Female,Urban,Low,Shared Device,4.572,Postgraduate,Arts,4.084,3.481,3.218,10.234,41.531,1,1.356,1.362,0.499,0.684,61.511,7.045,4.955,0,12.302,1,53.602,20.766,81.502,8.953,5.283,3.532,3.723,5.142,101.578,10.691,5.045,33.189,0,0,14.679,65.249,0.0,54.163
1140,Singapore,Developed,7.12,82.14,217.38,25,Female,Urban,Low,Shared Device,5.827,Graduate,Arts,4.881,7.411,2.126,5.771,18.856,2,0.462,0.68,0.984,0.357,31.619,2.187,2.679,1,4.644,1,60.0,26.371,93.85,10.0,7.628,4.094,5.057,6.131,58.923,7.004,4.445,18.257,0,0,9.687,60.264,0.0,34.662
